track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,lsit_of_artists
Gloves,The Horrors,spotify:track:4mpUmbJfckRnASbKMamJSR,0.36,0.924,2,-5.583,0,0.0672,0.000109,0.112,0.285,0.44,139.905,168547,4,61.97358,7,0,,168546,14,2007-03-05,0,53,217363,1,['7EFB09NxZrMi9pGlOnuBpd']
Good Luck Charm,Jagged Edge,spotify:track:0rJBJ4K6uNeDg1rGVyi0Tp,0.634,0.653,11,-5.89,1,0.0689,0.434,0,0.109,0.5,116.156,264640,4,38.37958,12,1,,264640,43,2006-05-09,0,68,1330385,1,['7Aq8lpLMSt1Zxu56pe9bmp']
Because Of You,Kelly Clarkson,spotify:track:3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219493,4,39.06201,9,1,,219493,71,2004-01-17,0,80,6968150,1,['3BmGtnKgCSGYIUhmivXKWX']
What Is It,Baby Bash Featuring Sean Kingston,spotify:track:371GoHoueVN53jY8MoWufq,0.738,0.755,8,-5.728,1,0.0391,0.0272,0,0.273,0.19,93.047,201120,4,32.50222,14,1,,201120,41,2007-10-23,0,75,2482164,2,"['12PSlydMSjEHzSCj9X5qv7', '6S0dmVVn4udvppDhZIWxCr']"
Don't Let Me Get Me,P!nk,spotify:track:1BfRdnfPYrni7zj4ANodBX,0.621,0.849,3,-4.754,1,0.0771,0.00234,0,0.0621,0.62,98.523,210693,4,54.29087,6,1,,210693,61,2001,0,85,9573967,1,['1KCSPY1glIKqW2TotWuXOR']
Intro,The American Dollar,spotify:track:21l6t1x0FcF9CzZMvRcIhx,0.117,0.0495,2,-28.552,0,0.0341,0.956,0.864,0.0985,0.122,69.638,172750,4,17.52383,12,0,,172749,15,2009-07-15,0,49,45650,1,['5r4OqYJL7JrtZlffx7FJlb']
Steine Sind Steine,And One,spotify:track:03hqY0WW5PGHjsgxXBAuww,0.635,0.752,3,-6.906,0,0.0385,0.0391,0.921,0.0614,0.961,128.018,238413,4,68.72572,7,0,,238413,30,2006-12-05,0,48,70293,1,['6OAueBADydAjR5lP5NqTvv']
Little Wonders,Rob Thomas,spotify:track:6j6bTAiW0oEfLlAjmRNcbb,0.333,0.61,9,-10.133,1,0.0368,0.0262,0,0.0817,0.281,83.622,224720,3,20.33742,9,1,,224720,56,2007-01-01,0,67,598657,1,['3aBkeBhwadnWMWoVJ2CxJC']
Threnody,Goldmund,spotify:track:7hyAAjHZaDWSPDzlUYNUIa,0.217,0.00572,2,-30.767,1,0.0394,0.989,0.925,0.109,0.174,85.279,281120,4,23.62906,19,0,,281120,57,2008-09-05,0,56,84333,1,['0R5BzePlbvG8xTXw0QF3uw']
Something More,Sugarland,spotify:track:3C3oknuBLo3jxhmRk67glu,0.613,0.857,4,-4.46,1,0.0545,0.29,0,0.113,0.349,102.261,216733,4,23.52359,10,1,,216733,52,2004-01-01,0,63,1309977,1,['0hYxQe3AK5jBPCr5MumLHD']
Fire! Battle! In Metal!,Dream Evil,spotify:track:0eiC6sT7dUO81PRXK0DR8s,0.337,0.99,7,-3.264,0,0.151,4.28e-05,0.000337,0.332,0.126,81.108,191400,4,39.62852,10,0,,191400,23,2006-07-13,0,51,104358,1,['1bkf8u8ot6vEpWTJFBzKZB']
Vinarada,Mysore Nagaraj,spotify:track:2QKTLvSsHwgLMqszC3z3iw,0.393,0.369,9,-12.273,0,0.293,0.975,0.85,0.0956,0.543,181.883,241816,4,82.4283,9,0,,241815,20,2008-01-01,0,11,2797,2,"['6On1OcwQEXLX7vCRzoDR8h', '7qNQ2Gr1U2OfVkfaRmRc4v']"
Angels In Waiting,Tammy Cochran,spotify:track:74h3Wdt3mkmA9GX3qqkkbH,0.691,0.366,6,-7.565,1,0.028,0.565,0,0.127,0.278,88.782,217667,4,42.75747,10,1,,217666,30,2001-05-01,0,22,15697,1,['7EVaoxToIYScm77vpplHXf']
American Hearts,Piebald,spotify:track:54iFiXjzfBObEY1WUOy52d,0.371,0.965,9,-2.902,1,0.119,0.0178,1.1e-06,0.21,0.384,165.929,208333,4,47.53544,8,0,,208333,8,2000,0,34,16584,1,['4rOGGTXaYygtFIHsPgLKJv']
Absolute,The Fray,spotify:track:6sSDEFMeyf16WRDLRCXwTc,0.413,0.836,3,-5.593,1,0.0371,0.0316,0,0.293,0.503,140.515,227080,4,20.73541,12,1,,227080,41,2009-02-02,0,75,3085525,1,['0zOcE3mg9nS6l3yxt1Y0bK']
"Girls, Girls, Girls",JAY-Z,spotify:track:0vzb8Ii9B2fP9c0POFGPOZ,0.509,0.952,2,-4.444,0,0.336,0.144,0,0.135,0.7,83.068,275373,4,49.43229,15,1,,275373,54,2001-09-11,0,87,5697634,1,['3nFkdlSjzX9mRTtwJOzDYB']
Sugar,SDIB,spotify:track:1dIFK7mcbKMEn2Z28CsMXu,0.811,0.456,7,-8.288,0,0.0353,0.58,1.75e-06,0.111,0.627,123.984,270840,4,29.66499,9,0,,270840,39,2007-01-01,0,43,16403,1,['2MaFPufCitym0I69vYCflS']
Wah Lee Bomp Dee Bomp,Metal Boys,spotify:track:1stxv0O836x8fBhKnYJneI,0.647,0.659,0,-11.62,1,0.0348,0.0586,0,0.332,0.831,130.359,129600,4,39.75452,8,0,,129600,0,2004,0,9,171,1,['1y3Q57xD9AZlzl99jEelKz']
This Is Me,Demi Lovato & Joe Jonas,spotify:track:5pomCBdsTZSDCFHH8BAUQe,0.421,0.821,1,-2.783,1,0.0372,0.00971,0,0.1,0.594,91.245,189173,4,32.78359,9,1,,189173,64,2008-01-01,0,87,19506665,2,"['6S2OmqARrzebs0tKUEyXyp', '7gbmX8SsfjEjxDMzBi1ZOL']"
Silence Is Golden - 2006 Remaster,Frankie Valli & The Four Seasons,spotify:track:0QIzzr7JXaE4ENWiMV7eVs,0.528,0.499,3,-7.994,1,0.0257,0.742,0,0.12,0.306,99.018,186040,4,27.49034,11,0,,186040,14,2006-09-12,0,68,398095,1,['6mcrZQmgzFGRWf7C0SObou']
Schilflied (Reed Song),Ernst Bacon,spotify:track:57iTOIuB2fkON8fP08ZCKA,0.39,0.0674,2,-21.313,1,0.0465,0.993,0.801,0.105,0.0699,86.059,156747,3,30.93779,9,0,,156746,0,2008-01-01,0,2,24,2,"['1Uypn3jFzYa7MFRscskaUF', '2nnDnTu2VpQ4bIUqQ3Vpje']"
I Couldn't Beat The Rap,Dizzy Gillespie,spotify:track:3ByOzf7SOGLh1VVbsiXMsE,0.567,0.214,10,-18.469,0,0.129,0.174,0,0.0797,0.639,137.01,178400,4,40.04615,8,0,,178400,0,2002-05-21,0,56,314419,1,['5RzjqfPS0Bu4bUMkyNNDpn']
Thaalam - Version 2,Job Kurian,spotify:track:1KoVdUNBYZkjSQves13B4C,0.323,0.333,3,-10.069,0,0.0316,0.862,1.87e-06,0.151,0.297,170.073,345533,4,23.85915,14,0,,345533,17,2008-07-19,0,44,61510,1,['4rJY6amSC7TWtV9oifBnrS']
Feelin' On Yo Booty,R. Kelly,spotify:track:7cFQFr1VpkSp3BTIn7X719,0.737,0.258,10,-7.784,1,0.0528,0.259,2.71e-06,0.101,0.83,61.028,245867,4,26.67706,10,1,,245866,45,2000-11-07,0,72,2154937,1,['2mxe0TnaNL039ysAj51xPQ']
U & Dem - House Dub Mix,Seven Dub,spotify:track:4XcVrxlifVIm0glCZW5mrE,0.745,0.598,11,-10.562,0,0.0754,0.00959,0.0422,0.103,0.654,131.977,307760,4,39.77837,14,0,,307760,2,2006-07-07,0,30,2358,2,"['5M2Mx7Shiyj570dYKkhq9H', '2z6qOkQVyn7h3XzUuNlRlM']"
Bug A Boo,Destiny's Child,spotify:track:3iZizHVmWHdaJbvcU65S6x,0.76,0.718,6,-3.087,1,0.147,0.00413,7.63e-06,0.18,0.927,104.42,212440,4,36.33562,13,1,,212440,52,1999-07-27,0,76,4365000,1,['1Y8cdNmUJH7yBTd9yOvr5i']
Dance Till Dawn,Heartsrevolution,spotify:track:3KaE0SOeu9rvhXRiNyHfsH,0.699,0.919,1,-4.419,1,0.041,0.00327,0.337,0.327,0.451,112.025,208680,4,25.83482,12,0,,208680,17,2009-09-28,0,24,11316,1,['3iW3xACztLZanYgwCXSYAx']
Feels Like Tonight,Daughtry,spotify:track:2tVCFmn2zKg2wGXS1TCIIA,0.483,0.907,6,-3.166,1,0.045,0.000822,0,0.117,0.352,130.984,238701,4,36.36371,8,1,,238701,49,2006-11-20,0,70,1487038,1,['5P5FTygHyx2G57oszR3Wot']
Tonight I Wanna Cry,Keith Urban,spotify:track:61hmCqoIlTJjcVMMLhcH5n,0.579,0.385,7,-7.885,1,0.0256,0.88,2.17e-06,0.164,0.145,103.779,259507,4,32.65811,12,1,,259506,55,2004-01-01,0,78,3932292,1,['0u2FHSq3ln94y5Q57xazwf']
Good Enough to Keep Me,Willie Clayton,spotify:track:7KTU2hoSHzvCc6ltsTfPY6,0.678,0.643,10,-1.924,0,0.0441,0.663,0,0.142,0.415,114.943,321040,3,37.26179,13,0,,321040,15,2006-01-10,0,39,39140,1,['5YtfmlJnLT6TR7kiBKqNhj']
Feelin' Way Too Damn Good,Nickelback,spotify:track:4i2WUspbfNZCnhkypoFKrM,0.51,0.818,5,-5.626,1,0.0415,0.000722,0.000659,0.151,0.395,156.05,256453,4,27.13306,15,1,,256453,47,2003-09-23,0,80,4691967,1,['6deZN1bslXzeGvOLaLMOIF']
Until The Morning,Thievery Corporation,spotify:track:20F3FcES8KU4kffMCkFgNN,0.6,0.432,4,-9.673,0,0.05,0.191,0.0471,0.114,0.276,71.974,236960,4,25.14407,11,0,,236960,53,2002,0,64,571462,1,['25KNo5GDS6ZpLkjasaecA3']
"Solstice, Part 1: Garden Of The Sun",Lou Harrison,spotify:track:15H3yecsiyp22Tq2hKjeJj,0.17,0.0672,4,-25.958,1,0.0405,0.966,0.958,0.0885,0.178,103.401,262160,4,40.47188,13,0,,262160,5,2007-01-01,0,44,4815,10,"['1FuQc9iJv3gdypigXiZ136', '77WbRYTScgK76nrXQpqRcH', '5ZZX263VtjtnPUt9XihobO', '3IAbXcRwr9yhSElFpvx96r', '0neihVI4jeVqUy3CDNDOLJ', '4mw0RZ4KzpHKGSMwZMB8Mv', '65fzzoyGQkXaM5xT1uK3e3', '7GTMt8ChyLnVRHSkp0gFm6', '5GrcsFilsqiiW4Mea3O8y4', '6Ap58z5zmafflrr6BRbre8']"
Clothes Off!!,Gym Class Heroes,spotify:track:6miqdoICzUXCL5UHCuucjK,0.761,0.69,11,-5.56,1,0.11,0.0225,0,0.34,0.742,114.987,235480,4,69.93886,10,1,,235480,49,2006-07-25,0,71,1139416,1,['4IJczjB0fJ04gs4uvP0Fli']
Hey There Delilah,Plain White T's,spotify:track:4RCWB3V8V0dignt99LZ8vH,0.657,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.973,232533,4,26.4119,13,1,,232533,81,2005-01-01,0,71,887339,1,['1g1yxsNVPhMUl9GrMjEb2o']
Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,spotify:track:6HBHc95Ry9rw8L4zrAI1JF,0.839,0.508,11,-6.182,1,0.0879,0.00974,0,0.0962,0.559,82.027,250627,4,25.53615,17,1,,250626,41,2008-02-26,0,82,2938959,3,"['5Gc3IYdgY3PVcuf8FPMxDI', '3aQeKQSyrW4qWr35idm0cy', '6TmyW7nE5HAbg23fG7OOGJ']"
The Ministry of Magic,Nicholas Hooper,spotify:track:4E6aFvCuVykwekXRK2m2pg,0.229,0.0476,8,-17.752,1,0.0317,0.922,0.947,0.0782,0.0442,85.037,167093,3,19.65797,10,0,,167093,45,2007-07-07,0,63,33474,1,['6S9bLkEZSVIcY18RNcNG50']
Kodou,Dir En Grey,spotify:track:4m2bk3l0Ah6UEEoIa7XCeZ,0.5,0.892,3,-6.195,0,0.0624,3.59e-06,0.019,0.0856,0.583,118.92,219400,4,27.06885,10,0,,219400,22,2005,0,51,138979,1,['3kNqzLmW33fQIfmZ1OfqMA']
Chris Rock,Trulz & Robin,spotify:track:2RGzh7cgRRBdTIti8b4ODH,0.814,0.696,10,-9.231,0,0.062,0.000461,0.702,0.0669,0.272,122.026,289254,4,39.17846,10,0,,289253,0,2009-10-20,0,27,485,2,"['7azSWRS34rlaDO0Kj3nDal', '4jLHkoCYfYfZJojYgjo8zz']"
Hold On,Good Charlotte,spotify:track:3UyL1yzD5B1nIaFJRs4W8r,0.424,0.937,1,-5.354,1,0.0769,0.000884,0,0.113,0.156,137.861,245600,4,41.42371,10,1,,245600,50,2002-10-04,0,71,1865089,1,['5aYyPjAsLj7UzANzdupwnS']
Get By,Talib Kweli,spotify:track:1LM6EReMkAxuDXDF26ekl2,0.662,0.928,2,-4.688,1,0.377,0.00324,0,0.17,0.775,90.509,227427,4,39.67826,8,1,,227426,56,2002-12-16,0,61,420312,1,['0lEssBAxQl2In4RpaB1C2Y']
Too Many Rappers,Beastie Boys Featuring Nas,spotify:track:22hR7aDYKZrPKH18YLlyaV,0.627,0.872,11,-4.388,0,0.158,0.00566,0,0.522,0.548,93.728,291800,4,25.65144,11,1,,291800,46,2011-05-03,0,78,3865966,2,"['03r4iKL2g2442PT9n2UKsx', '20qISvAhX20dpIbOOzGK3q']"
Rose Room,Pee Wee Russell,spotify:track:0Wm7OK3IJalak5ReFiTQ8X,0.533,0.728,6,-7.092,1,0.115,0.429,0.00834,0.714,0.558,102.026,524680,4,46.86559,20,0,,524680,0,2006,0,21,2663,2,"['61EY7PIU7wT3t3766ZTvqB', '2hXIGYki3xqhf6XUBxUIDl']"
Sink Venice,Ikara Colt,spotify:track:5mFdPN72XGqmto8hRNfHQ0,0.101,0.939,2,-4.936,1,0.136,0.000729,3.56e-06,0.267,0.189,178.614,164173,4,40.6711,10,0,,164173,12,2003-05-20,0,11,1363,1,['6vsn8JkkquAr5Mgnsgcd6w']
I Will Return,The Black Dahlia Murder,spotify:track:5sFfSPYg2oypNTLW3qfWL6,0.441,0.98,3,-5.258,1,0.114,0.000163,0.0371,0.262,0.0964,107.965,334800,4,41.62795,11,0,,334800,37,2009-09-15,0,55,218592,1,['4xTDPgk4jHCF0qui3dH6BS']
Word Hold on (Children of the Sky) [Radio Edit],Bob Sinclar,spotify:track:1c0zagykmGPDYuxJeDqZhJ,0.738,0.932,8,-1.898,0,0.0959,0.074,0.000121,0.0623,0.624,126.994,204230,4,45.65503,8,0,,204230,66,2006-06-06,0,68,443584,2,"['5YFS41yoX0YuFY39fq21oN', '2SwhNukah1MYpLR594PnuC']"
Wrapped Around,Brad Paisley,spotify:track:20dc1jFEG3azMMyvpHj8La,0.616,0.758,9,-8.43,1,0.0434,0.093,0,0.132,0.447,141.495,202933,3,34.62492,6,1,,202933,43,2001-05-29,0,71,1885752,1,['13YmWQJFwgZrd4bf5IjMY4']
Condemning Race,Ryan's Hope,spotify:track:1r88YcBahNIifVvaUJ443l,0.412,0.934,3,-4.202,1,0.141,0.00476,6.5e-06,0.105,0.534,139.79,101293,4,39.94075,4,0,,101292,2,2006,0,5,407,1,['223nkGFn1DSLgFjX8Jsnv7']
The Land of Hope and Glory,Turisas,spotify:track:5y6Yiopz61lDYZg2DdZ42P,0.179,0.84,5,-6.63,0,0.0857,0.00269,0.532,0.295,0.357,85.025,382173,4,85.72342,14,0,,382173,22,2004,0,54,149515,1,['0ykT1si9XRFPmEvWOnf4YI']
Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",spotify:track:24ubPZy7FsV76XMzrjh6TN,0.887,0.759,9,-5.762,0,0.274,0.00998,9.97e-05,0.0967,0.488,104.471,356373,4,60.46684,12,1,,356373,39,2001-01-01,0,71,2893050,2,"['4qwGe91Bz9K2T8jXTZ815W', '4FtSnMlCVxCswABUmdhwpm']"
Drift,Jan Jelinek,spotify:track:6aorRgAdE6XinEMHvgqlC1,0.859,0.315,6,-18.074,0,0.107,0.345,0.925,0.108,0.153,120.518,309387,4,80.47378,10,0,,309386,26,2001-01-01,0,40,31993,1,['6Bpr6Jvb2Ic7WlzPD9EPJT']
All Eyez On Me,Monica,spotify:track:0rHehT9M8peRzeV1O1FeOk,0.758,0.739,7,-4.429,1,0.0405,0.0281,0.000146,0.0439,0.848,108.995,238773,4,33.40802,11,1,,238773,37,2002-04-01,0,69,1614455,1,['6nzxy2wXs6tLgzEtqOkEi2']
Happy?,Mudvayne,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,0.546,0.971,5,-2.661,0,0.0965,0.000823,2.11e-05,0.275,0.383,100.078,216427,4,77.54385,5,1,,216426,68,2005,0,64,1105742,1,['2Pfv2w8a20xzC7Dr7QXRqM']
Furtive Monologue,Despised Icon,spotify:track:6D6wXQdRpFXhGPnt2b1dmq,0.381,0.964,5,-3.726,0,0.146,0.0104,0.0863,0.129,0.405,144.017,202227,5,25.14027,11,0,,202226,34,2007-07-13,0,41,85996,1,['3MjNMjqBpaQ0P8ebfbZjYn']
This Everyday Love,Rascal Flatts,spotify:track:7aNsPkxjfpxr6LM2Mg5sQr,0.673,0.812,0,-3.436,1,0.0468,0.348,0,0.106,0.96,95.024,184107,4,21.67837,9,1,,184106,42,2000-01-01,0,75,2537704,1,['0a1gHP0HAqALbEyxaD5Ngn']
Hip-Hop Music,Phanatik,spotify:track:1WPacZsM1WIIsKzGJFkMm8,0.567,0.85,6,-8.576,0,0.351,0.157,0,0.304,0.714,92.804,309973,4,24.6679,14,0,,309973,2,2004-02-22,0,15,4374,1,['1t9qqgLI6eIeruCcwQqWpO']
Ain't No Rest For The Wicked,Cage The Elephant,spotify:track:3Pzh926pXggbMe2ZpXyMV7,0.634,0.849,0,-7.075,1,0.105,0.0438,0,0.363,0.919,156.004,175493,4,62.05589,8,1,,175493,74,2009-03-24,0,78,2196726,1,['26T3LtbuGT1Fu9m0eRq5X3']
Peaches & Cream,112,spotify:track:2SLZ2rX5773RS16mcqBxG7,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.768,203.862,193093,4,35.51483,10,1,,193093,65,2001,0,70,741783,1,['7urq0VfqxEYEEiZUkebXT4']
Mustang Nismo,Brian Tyler,spotify:track:1KFg8BWCMwBRmDbEUdorty,0.647,0.666,9,-7.514,1,0.0758,0.000402,0.711,0.117,0.299,99.986,143947,4,75.57142,6,0,,143946,47,2006-06-20,0,65,2129622,2,"['109FvbnDVNag1UcJDVpFlr', '4Cqia9vrAbm7ANXbJGXsTE']"
Folk Melody (based on Rabindra Sangeet),Tarun Bhattacharya,spotify:track:2R5OmNmp06V7pwRdVZinLL,0.429,0.532,2,-14.171,1,0.0316,0.807,0.905,0.312,0.48,137.65,767987,3,60.17651,30,0,,767986,0,2002,0,24,1686,1,['75pVYyeJxeZZMforYr50pA']
3 Little Words,Nu Flavor,spotify:track:4alLyN9my0O1SD9y097cPl,0.709,0.469,11,-7.083,0,0.0278,0.504,0,0.045,0.256,113.986,256307,4,25.51897,11,1,,256306,35,1999-11-05,0,39,15958,2,"['2gdX1GbQ8sljsTVwDaIpkc', '5FNa3QEdIYYGu1mBFIqp0T']"
Mistletoe,Colbie Caillat,spotify:track:4BveoHoGwzJHuWn7TRtRrx,0.573,0.452,11,-8.219,1,0.0279,0.0431,0,0.111,0.314,125.991,230440,4,46.85225,13,1,,230440,30,2012-01-01,0,75,1968232,1,['6aZyMrc4doVtZyKNilOmwu']
True Metal of the World,NanowaR of Steel,spotify:track:7etIJD44INllBCR7bSMLDM,0.367,0.854,4,-4.527,0,0.0702,0.00303,3.7e-06,0.47,0.423,99.674,296400,4,39.90892,9,0,,296400,17,2005-06-10,0,48,36983,1,['7jw9vF1hFRp1k8dDRNRiC5']
Bloodstain,Pulley,spotify:track:47KmInwpMph2WLIrb6FjGz,0.506,0.953,5,-5.17,1,0.0554,2.73e-05,0.00233,0.363,0.81,97.016,164347,4,117.98198,5,0,,164346,16,2005-06-06,0,43,39214,1,['1D20Qqq2BnfaShwNDb00KU']
Ljósið,Ólafur Arnalds,spotify:track:1tlJp4XADa7tYkPmgX894R,0.482,0.149,5,-11.91,1,0.0288,0.992,0.399,0.101,0.281,146.472,209682,4,77.89839,9,0,,209682,42,2009-08-31,0,71,524452,1,['7E3BRXV9ZbCt5lQTCXMTia']
Happy,Liam Lynch,spotify:track:4NHywppSq0JNtm7iDpTjs0,0.735,0.715,1,-8.98,0,0.0695,0.41,0,0.277,0.978,90.407,61587,4,33.37259,3,0,,61586,32,2003-01-01,0,38,9172,1,['4NlzjQkGReI7SiSeMNHbWP']
Somebody,Reba McEntire,spotify:track:4m3VFxVwSPk8VGoA9qcLRC,0.544,0.169,1,-17.224,1,0.0283,0.272,1.46e-06,0.0831,0.39,98.649,213560,4,42.21306,10,1,,213560,36,1984-10-15,0,68,1243378,1,['02rd0anEWfMtF7iMku9uor']
Massage Situation,Flying Lotus,spotify:track:6OHWgUuDDedHRVhcg8vlaf,0.603,0.606,3,-5.06,0,0.0688,0.0108,0.00157,0.108,0.403,93.06,167173,4,50.40641,7,0,,167173,51,2007-10-01,0,61,572172,1,['29XOeO6KIWxGthejQqn793']
Mr. Brightside,The Killers,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222587,4,32.67887,8,1,,222586,75,2004-06-15,0,82,5627732,1,['0C0XlULifJtAgn6ZNCW2eu']
"You're Gonna Go Far, Kid",The Offspring,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,177827,4,35.7375,9,1,,177826,78,2008-06-17,0,79,3813451,1,['5LfGQac0EIXyAN8aUwmNAQ']
Touma Rap,Oumou Dioubate,spotify:track:2La1MzvdLXB5cWRSPY0pGb,0.788,0.757,4,-5.159,0,0.0367,0.694,8e-06,0.161,0.879,99.97,371400,4,44.99264,11,0,,371400,0,2003-01-01,0,22,3066,1,['6b4sksjz6feKvujzyGmZWA']
I Love You,Dru Hill,spotify:track:6gTQ91lrQ2QIZ7IwPv4Go8,0.369,0.677,6,-7.562,0,0.0652,0.338,0,0.418,0.567,124.086,313587,4,33.57129,13,1,,313586,40,2002-01-01,0,60,919914,1,['1255GTUKNCLCTvH9ctD4cT']
Trono del Metal,Warcry,spotify:track:4MK3Bu4feaWMe6GzqxxmDK,0.377,0.935,0,-4.442,1,0.0796,2.22e-05,0.354,0.07,0.263,156.028,321132,4,25.19238,13,0,,321131,36,2002-08-21,0,56,240746,1,['3hMTlMf2UGZTeP6DSUUl09']
Would You?,Richard Swift,spotify:track:0E9qk7eTgy4JIk3JQgeWWz,0.418,0.549,2,-10.752,1,0.0353,0.172,5.46e-05,0.054,0.361,113.62,176040,3,20.81374,9,0,,176040,36,2008-08-05,0,51,29759,1,['7fSjnDr8tBO37Xbb2UXuYr']
You Don't Know My Name,Alicia Keys,spotify:track:6LGwYMXXgURfaequXipzHx,0.263,0.663,9,-8.264,1,0.19,0.589,0.00451,0.342,0.25,167.271,366733,4,53.59621,15,1,,366733,62,2003-12-02,0,84,8028284,1,['3DiDSECUqqY1AuBP8qtaIa']
The Enemy Guns,DeVotchKa,spotify:track:5ehtsWOeNiU9HzknmMD2lY,0.52,0.839,11,-7.38,1,0.107,0.0847,0.00265,0.161,0.563,135.145,261520,4,29.05562,13,0,,261519,22,2004-10-05,0,45,91442,1,['0hk8VgR64voU5ueK96W2DI']
Into You,Fabolous Featuring Tamia Or Ashanti,spotify:track:0JC3ynTNoZaWjZHXzeapYy,0.677,0.531,7,-7.683,0,0.0327,0.219,0,0.173,0.57,91.104,294093,4,24.94535,16,1,,294093,54,2004,0,74,2598701,2,"['0le01dl1WllSHhjEXRl4in', '0YWxKQj2Go9CGHCp77UOyy']"
Circus,Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4,33.47973,9,1,,192360,70,2008-12-02,0,83,7948144,1,['26dSoYclwsYLMAKD3tpOr4']
My Sister,Reba McEntire,spotify:track:21gIIm2pGR0VK36gLVvY26,0.56,0.614,2,-8.538,1,0.0418,0.0598,5.25e-06,0.112,0.526,187.954,239640,4,49.8278,10,1,,239640,34,2003-01-01,0,68,1243378,1,['02rd0anEWfMtF7iMku9uor']
It Was,Chely Wright,spotify:track:1fC89py9z6DXa2mWvsGaJZ,0.53,0.563,3,-10.407,1,0.0348,0.217,2.14e-05,0.113,0.64,170.292,231093,4,31.16745,11,1,,231093,27,1999-01-01,0,40,85723,1,['1aSIXmBKKrEVIbGLwhedIe']
Settle For A Slowdown,Dierks Bentley,spotify:track:23wZ7ClwPgwBNkFvnTlMwk,0.533,0.665,5,-5.632,1,0.0317,0.0813,1.86e-05,0.332,0.212,80.975,223200,4,37.20245,9,1,,223200,47,2005-01-01,0,72,2339872,1,['7x8nK0m0cP2ksQf0mjWdPS']
Always On Your Side,Sheryl Crow & Sting,spotify:track:7FqDLD2f3VFdCYPCFpNvYq,0.519,0.553,5,-4.702,1,0.0264,0.543,0,0.139,0.251,140.164,251373,4,45.76804,10,1,,251373,50,2005-09-27,0,75,2652169,2,"['4TKTii6gnOnUXQHyuo9JaD', '0Ty63ceoRnnJKVEYP0VQpk']"
Becoming the Bull,Atreyu,spotify:track:2MMrjobPrVLrozyfFXsFJx,0.488,0.936,1,-3.431,1,0.0699,0.000435,1e-05,0.106,0.398,95.009,220600,4,26.31409,8,0,,220600,55,2007-01-01,0,65,641375,1,['3LkSiHbjqOHCKCqBfEZOTv']
Charlotte Mittnacht (The Fabulous Destiny Of&),DeVotchKa,spotify:track:4Fv5cPfTGOw4bkjAtPH77F,0.192,0.352,7,-8.045,0,0.0368,0.41,8.16e-06,0.34,0.387,70.877,186573,4,21.00606,7,0,,186573,21,2004-10-05,0,45,91442,1,['0hk8VgR64voU5ueK96W2DI']
When Your Heart Stops Beating,(+44),spotify:track:1VpTwecl7EbQiGyVsvwFQE,0.416,0.967,9,-2.289,0,0.109,0.000367,0,0.0632,0.431,171.032,192787,4,45.72748,8,1,,192786,52,2006-01-01,0,53,304719,1,['7gkRNHOOt7QfhhXf0rEnmj']
B.Y.O.B.,System Of A Down,spotify:track:0EYOdF5FCkgOJJla8DI2Md,0.556,0.981,1,-2.688,0,0.128,0.00662,0,0.218,0.716,101.423,255467,4,41.4057,12,1,,255466,75,2005-05-17,0,81,6590666,1,['5eAWCfyUhZtHHtBdNk56l1']
Journeyman - 2015 Remaster,Iron Maiden,spotify:track:7HDCn9GB7qInP5bOHOCPpt,0.188,0.628,9,-7.963,0,0.0353,0.183,0.00474,0.153,0.308,198.146,426307,3,40.14292,17,0,,426306,25,2003-09-03,0,77,5769266,1,['6mdiAmATAx73kdxrNrnlao']
Underneath Your Clothes,Shakira,spotify:track:15f8Cv8RXUlOOCIf2oaceN,0.616,0.597,8,-5.328,1,0.0415,0.686,0,0.104,0.362,165.508,224067,4,24.32955,10,1,,224066,65,2001-11-13,0,86,19945317,1,['0EmeFodog0BfCgMzAIvKQp']
Snoop Dogg,Snoop Dogg,spotify:track:5rLnRYky5ktJYGUMAmqeWx,0.856,0.804,1,-6.148,1,0.231,0.311,0,0.322,0.83,107.377,243160,4,28.0338,13,1,,243160,36,2000,0,87,6288333,1,['7hJcb9fa4alzcOq3EaNPoG']
